,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
1257,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0,0,3,0,0,118,5,Minor,66,83,43,84,0,19,19
1258,Pasoori,Shae Gill,2,2022,2,6,349,6,284249832,10,22,3,0,9,92,11,Minor,71,67,60,7,0,6,4
1259,Pasoori,Ali Sethi,2,2022,2,6,349,6,284249832,10,22,3,0,9,92,11,Minor,71,67,60,7,0,6,4
1260,Mother I Sober (feat. Beth Gibbons of Portishead),Kendrick Lamar,2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,8,Minor,49,50,37,87,0,11,35
1261,Mother I Sober (feat. Beth Gibbons of Portishead),Beth Gibbons,2,2022,5,13,1890,0,33381454,3,0,2,0,0,140,8,Minor,49,50,37,87,0,11,35
1262,TUS LGR,Sech,2,2022,4,1,1308,2,184622518,23,16,9,0,6,174,1,Major,68,45,71,18,0,11,25
1263,TUS LGR,Mora,2,2022,4,1,1308,2,184622518,23,16,9,0,6,174,1,Major,68,45,71,18,0,11,25
1264,Where Did You Go?,MNEK,2,2022,1,26,4531,0,300983101,135,74,119,1,25,127,10,Major,77,53,78,19,0,29,4
1265,Where Did You Go?,Jax Jones,2,2022,1,26,4531,0,300983101,135,74,119,1,25,127,10,Major,77,53,78,19,0,29,4
1266,I Tried to Tell Y'all,Ugly Dray,2,2022,5,6,1657,0,121077868,15,3,3,0,1,96,11,Major,71,37,52,62,0,11,36
1267,I Tried to Tell Y'all,Tesla Jnr,2,2022,5,6,1657,0,121077868,15,3,3,0,1,96,11,Major,71,37,52,62,0,11,36
1268,Honest (feat. Don Toliver),Justin Bieber,2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,8,Minor,82,82,66,13,0,11,6
1269,Honest (feat. Don Toliver),Don Toliver,2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,8,Minor,82,82,66,13,0,11,6
1270,ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,14,0,9,100,6,Major,87,46,60,1,0,13,16
1271,SloMo,Chanel,1,2021,12,24,1211,0,65719930,31,0,19,0,0,105,1,Minor,73,59,81,13,0,9,6
1272,FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,9,0,25,104,7,Major,86,43,62,5,0,13,14
1273,10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,8,Major,54,45,79,1,0,17,5
1274,SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,42,51,32,0,17,80,11,Major,47,33,83,18,0,10,5
1275,With you,HA SUNG WOON,2,2022,4,24,343,2,240580042,4,35,11,1,12,150,3,Major,53,14,43,64,0,13,3
1276,With you,Jimin,2,2022,4,24,343,2,240580042,4,35,11,1,12,150,3,Major,53,14,43,64,0,13,3
1277,Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,4,156,11,Minor,32,49,72,0,0,9,4
1278,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,8,Minor,76,79,81,18,0,6,34
1279,San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,0,92,7,Major,58,27,36,86,0,9,3
1280,This Love (Taylors Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,26,2,15,0,0,144,4,Major,47,7,50,32,0,7,4
1281,Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11,6,25,0,2,150,4,Major,37,27,56,8,0,13,3
1282,Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,42,9,24,1,3,138,3,Major,70,31,44,84,0,9,39
1283,Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,26,0,36,172,1,Major,56,68,89,4,0,33,19
1284,Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,17,0,44,77,8,Major,72,70,82,2,0,4,17
1285,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,66,0,4,107,11,Major,72,36,72,26,6,11,4
1286,Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,4,114,2,Major,51,39,29,90,0,10,4
1287,For Youth,BTS,1,2022,6,10,327,0,114546317,5,40,12,0,13,117,2,Major,63,29,51,43,0,25,4
1288,Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,21,11,40,0,3,146,-1,Major,69,63,45,48,0,18,4
1289,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,93,0,4,160,8,Minor,80,74,60,8,0,14,26
1290,Cash In Cash Out,Pharrell Williams,4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,7,Major,88,15,56,1,0,8,6
1291,Cash In Cash Out,Tyler,4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,7,Major,88,15,56,1,0,8,6
1292,Cash In Cash Out,The Creator,4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,7,Major,88,15,56,1,0,8,6
1293,Cash In Cash Out,21 Savage,4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,7,Major,88,15,56,1,0,8,6
1294,Potion (with Dua Lipa & Young Thug),Calvin Harris,3,2022,5,27,3983,0,190625045,73,45,119,0,15,100,11,Minor,82,76,70,16,0,8,5
1295,Potion (with Dua Lipa & Young Thug),Dua Lipa,3,2022,5,27,3983,0,190625045,73,45,119,0,15,100,11,Minor,82,76,70,16,0,8,5
1296,Potion (with Dua Lipa & Young Thug),Young Thug,3,2022,5,27,3983,0,190625045,73,45,119,0,15,100,11,Minor,82,76,70,16,0,8,5
1297,Born Singer,BTS,1,2022,6,10,279,0,79095270,0,18,6,0,6,158,8,Minor,60,68,84,4,0,24,11
1298,Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,1,142,3,Major,56,40,54,72,0,10,4
1299,La Llevo Al Cielo (Ft. engo F,Nengo Flow,4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,9,Minor,80,77,85,11,0,17,14
1300,La Llevo Al Cielo (Ft. engo F,Anuel Aa,4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,9,Minor,80,77,85,11,0,17,14
1301,La Llevo Al Cielo (Ft. engo F,Chris Jedi,4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,9,Minor,80,77,85,11,0,17,14
1302,La Llevo Al Cielo (Ft. engo F,Chencho Corleone,4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,9,Minor,80,77,85,11,0,17,14
1303,True Love,Kanye West,2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,5,Minor,71,39,86,2,0,51,25
1304,True Love,XXXTENTACION,2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,5,Minor,71,39,86,2,0,51,25
1305,Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,11,139,-1,Major,58,30,46,14,0,9,3
1306,Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54,76,900,0,25,151,7,Major,73,88,67,20,0,32,5
1307,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,2,2022,6,8,1401,0,248511839,26,16,17,0,5,128,1,Minor,82,42,75,6,0,63,6
1308,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Villano Antillano,2,2022,6,8,1401,0,248511839,26,16,17,0,5,128,1,Minor,82,42,75,6,0,63,6
1309,Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,7,Major,56,20,54,67,0,6,5
1310,Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,5,Major,65,88,72,36,14,20,3
1311,So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,4,83,3,Minor,63,29,62,4,0,18,4
1312,Belly Dancer,BYOR,2,2022,2,18,5115,13,383835984,109,38,301,1,17,122,1,Major,85,42,80,6,0,17,14
1313,Belly Dancer,Imanbek,2,2022,2,18,5115,13,383835984,109,38,301,1,17,122,1,Major,85,42,80,6,0,17,14
1314,Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,9,Major,72,90,48,32,0,18,23
1315,Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,9,Minor,83,90,64,35,5,9,4
1316,Die Young (feat. 347aidan),Sleepy hallow,2,2022,5,25,896,0,160845341,19,0,15,0,0,77,11,Major,81,68,58,83,0,11,34
1317,Die Young (feat. 347aidan),347aidan,2,2022,5,25,896,0,160845341,19,0,15,0,0,77,11,Major,81,68,58,83,0,11,34
1318,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,365,0,7,91,8,Major,57,30,89,10,0,33,8
1319,Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,3,148,7,Major,51,21,63,5,0,41,3
1320,Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,4,Minor,71,90,81,31,2,13,3
1321,Numb,Marshmello,2,2022,6,10,3879,2,295307001,107,76,86,1,26,120,-1,Minor,91,63,77,12,1,10,5
1322,Numb,Khalid,2,2022,6,10,3879,2,295307001,107,76,86,1,26,120,-1,Minor,91,63,77,12,1,10,5
1323,Nos Comemos (feat. Ozuna),Ozuna,2,2022,6,2,896,0,138334433,0,0,2,0,0,92,6,Major,83,56,82,10,0,9,5
1324,Nos Comemos (feat. Ozuna),Tiago pzk,2,2022,6,2,896,0,138334433,0,0,2,0,0,92,6,Major,83,56,82,10,0,9,5
1325,Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,20,118,5,Major,56,25,45,1,3,7,3
1326,Crazy What Love Can Do,David Guetta,3,2022,3,18,5290,0,286739476,139,73,142,0,24,123,4,Minor,60,46,71,3,0,16,4
1327,Crazy What Love Can Do,Ella Henderson,3,2022,3,18,5290,0,286739476,139,73,142,0,24,123,4,Minor,60,46,71,3,0,16,4
1328,Crazy What Love Can Do,Becky Hill,3,2022,3,18,5290,0,286739476,139,73,142,0,24,123,4,Minor,60,46,71,3,0,16,4
1329,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,26,89,3,Major,52,28,48,54,1,19,3
1330,Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,1,8,0,3,110,5,Minor,81,61,93,49,0,12,11
1331,Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925,26,2,30,0,0,118,-1,Major,42,32,20,94,0,11,4
1332,295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,0,0,36,90,11,Minor,68,54,76,21,0,11,20
1333,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,16,5,0,0,3,130,-1,Major,49,14,40,82,0,11,3
1334,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,1,0,12,154,6,Minor,70,97,62,47,0,10,4
1335,Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,406,1,66,105,4,Minor,54,59,83,0,44,20,4
1336,BREAK MY SOUL,Beyonc##,1,2022,6,21,9724,0,354614964,222,61,259,14,25,115,1,Minor,70,87,88,4,0,26,8
1337,ULTRA SOLO REMIX,De La Ghetto,5,2022,6,16,2341,0,279717388,37,2,38,2,1,110,1,Major,91,59,82,8,0,6,8
1338,ULTRA SOLO REMIX,Feid,5,2022,6,16,2341,0,279717388,37,2,38,2,1,110,1,Major,91,59,82,8,0,6,8
1339,ULTRA SOLO REMIX,Polima WestCoast,5,2022,6,16,2341,0,279717388,37,2,38,2,1,110,1,Major,91,59,82,8,0,6,8
1340,ULTRA SOLO REMIX,Paloma Mami,5,2022,6,16,2341,0,279717388,37,2,38,2,1,110,1,Major,91,59,82,8,0,6,8
1341,ULTRA SOLO REMIX,Pailita,5,2022,6,16,2341,0,279717388,37,2,38,2,1,110,1,Major,91,59,82,8,0,6,8
1342,Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,61,0,29,125,4,Minor,51,5,68,12,2,15,6
1343,Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,0,102,1,Major,73,62,75,0,0,34,8
1344,Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,15,1,10,120,8,Minor,81,72,65,4,0,14,4
1345,POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,14,0,7,97,2,Major,80,36,86,4,0,3,5
1346,Layla,Sch######rze,2,2022,3,24,832,3,130419412,18,124,24,1,42,140,5,Minor,44,41,92,0,0,44,7
1347,Layla,DJ R,2,2022,3,24,832,3,130419412,18,124,24,1,42,140,5,Minor,44,41,92,0,0,44,7
1348,MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,11,0,17,97,2,Major,78,31,72,1,0,11,4
1349,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,6720,3,51,125,6,Major,45,67,90,9,11,10,5
1350,Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,96,88,3,Minor,80,55,56,13,0,8,9
1351,Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,35,137,10,Minor,88,8,49,9,0,9,14
1352,Hot Shit (feat. Ye & Lil Durk),Kanye West,3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,9,Major,88,52,69,0,0,8,23
1353,Hot Shit (feat. Ye & Lil Durk),Lil Durk,3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,9,Major,88,52,69,0,0,8,23
1354,Hot Shit (feat. Ye & Lil Durk),Cardi B,3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,9,Major,88,52,69,0,0,8,23
1355,Ai Preto,L7nnon,3,2022,6,3,894,4,176103902,28,0,54,0,1,130,6,Major,95,83,57,54,0,10,25
1356,Ai Preto,DJ Biel do Furduncinho,3,2022,6,3,894,4,176103902,28,0,54,0,1,130,6,Major,95,83,57,54,0,10,25
1357,Ai Preto,Bianca,3,2022,6,3,894,4,176103902,28,0,54,0,1,130,6,Major,95,83,57,54,0,10,25
1358,La Loto,Anitta,3,2022,7,6,945,0,121189256,49,3,57,0,1,90,1,Major,85,80,83,10,0,8,11
1359,La Loto,Tini,3,2022,7,6,945,0,121189256,49,3,57,0,1,90,1,Major,85,80,83,10,0,8,11
1360,La Loto,Becky G,3,2022,7,6,945,0,121189256,49,3,57,0,1,90,1,Major,85,80,83,10,0,8,11
1361,die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25,0,22,0,0,183,8,Minor,44,44,67,7,0,12,13
1362,Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,20,128,1,Major,58,68,91,2,0,27,11
1363,Baile no Morro,Mc Vitin Da Igrejinha,3,2022,6,10,685,2,129314708,17,0,24,0,0,130,3,Minor,71,78,40,46,0,7,45
1364,Baile no Morro,MC Tairon,3,2022,6,10,685,2,129314708,17,0,24,0,0,130,3,Minor,71,78,40,46,0,7,45
1365,Baile no Morro,DJ Win,3,2022,6,10,685,2,129314708,17,0,24,0,0,130,3,Minor,71,78,40,46,0,7,45
1366,cmo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,20,0,16,126,1,Major,63,56,43,24,0,12,23
1367,Bad Decisions (with BTS & Snoop Dogg),Snoop Dogg,3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,-1,Major,77,94,87,2,0,23,12
1368,Bad Decisions (with BTS & Snoop Dogg),BTS,3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,-1,Major,77,94,87,2,0,23,12
1369,Bad Decisions (with BTS & Snoop Dogg),Benny Blanco,3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,-1,Major,77,94,87,2,0,23,12
1370,STAYING ALIVE (feat. Drake & Lil Baby),Drake,3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,4,Minor,72,18,46,7,0,28,8
1371,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,4,Minor,72,18,46,7,0,28,8
1372,STAYING ALIVE (feat. Drake & Lil Baby),Lil Baby,3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,4,Minor,72,18,46,7,0,28,8
1373,Caile,Luar La L,1,2020,12,18,1494,2,273914335,17,12,15,0,4,122,-1,Major,70,46,76,30,0,9,45
1374,Si Te La Encuentras Por Ah,Feid,1,2022,8,5,1379,4,179061440,23,10,18,0,4,172,8,Minor,74,46,58,15,0,13,8
1375,GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,12,0,7,103,8,Major,61,38,62,14,0,23,40
1376,ALIEN SUPERSTAR,Beyonc##,1,2022,7,29,2688,0,171788484,39,47,36,0,15,122,10,Minor,55,46,64,0,0,17,10
1377,Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,89,130,11,Major,47,56,90,0,0,10,4
1378,Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,51,105,10,Minor,81,70,65,24,0,8,4
1379,THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,5,120,5,Major,90,73,51,39,0,9,6
1380,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,28,67,195,0,22,145,7,Major,56,43,53,24,0,12,4
1381,El Rescate,Grupo Marca Registrada,2,2022,7,22,527,4,287278853,10,43,3,1,16,99,7,Minor,79,64,59,28,0,11,14
1382,El Rescate,Junior H,2,2022,7,22,527,4,287278853,10,43,3,1,16,99,7,Minor,79,64,59,28,0,11,14
1383,Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,1315,0,24,88,10,Minor,79,66,65,5,0,25,14
1384,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,4,2022,7,15,3113,0,123473120,54,6,124,1,2,126,9,Major,81,90,73,28,0,29,4
1385,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Halsey,4,2022,7,15,3113,0,123473120,54,6,124,1,2,126,9,Major,81,90,73,28,0,29,4
1386,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Pharrell Williams,4,2022,7,15,3113,0,123473120,54,6,124,1,2,126,9,Major,81,90,73,28,0,29,4
1387,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Justin Timberlake,4,2022,7,15,3113,0,123473120,54,6,124,1,2,126,9,Major,81,90,73,28,0,29,4
1388,Siempre Pendientes,Peso Pluma,2,2022,8,15,685,5,295152154,15,79,4,2,28,136,-1,Major,77,71,75,33,1,13,4
1389,Siempre Pendientes,Luis R Conriquez,2,2022,8,15,685,5,295152154,15,79,4,2,28,136,-1,Major,77,71,75,33,1,13,4
1390,JGL,Luis R Conriquez,2,2022,2,18,782,9,323455692,15,33,6,1,14,113,8,Major,70,97,59,55,0,27,12
1391,JGL,La Adictiva,2,2022,2,18,782,9,323455692,15,33,6,1,14,113,8,Major,70,97,59,55,0,27,12
1392,Don't You Worry,David Guetta,3,2022,6,16,2442,0,240918092,81,4,248,1,1,132,11,Major,82,49,88,20,0,21,3
1393,Don't You Worry,Shakira,3,2022,6,16,2442,0,240918092,81,4,248,1,1,132,11,Major,82,49,88,20,0,21,3
1394,Don't You Worry,Black Eyed Peas,3,2022,6,16,2442,0,240918092,81,4,248,1,1,132,11,Major,82,49,88,20,0,21,3
1395,Pipoco,Melody,3,2022,5,20,1112,4,191873381,22,2,65,1,2,135,8,Major,77,74,74,47,0,34,8
1396,Pipoco,Ana Castela,3,2022,5,20,1112,4,191873381,22,2,65,1,2,135,8,Major,77,74,74,47,0,34,8
1397,Pipoco,Dj Chris No Beat,3,2022,5,20,1112,4,191873381,22,2,65,1,2,135,8,Major,77,74,74,47,0,34,8
1398,Hold Me Closer,Elton John,2,2017,11,10,4967,0,284216603,165,10,177,4,4,126,-1,Major,67,49,77,11,0,19,11
1399,Hold Me Closer,Britney Spears,2,2017,11,10,4967,0,284216603,165,10,177,4,4,126,-1,Major,67,49,77,11,0,19,11
1400,Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,36,102,1,Minor,67,72,74,30,0,36,4
1401,After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,11,0,47,125,-1,Major,68,80,92,10,0,9,12
1402,Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,6,149,1,Major,37,28,66,14,0,9,5
1403,B.O.T.A. (Baddest Of Them All) - Edit,Interplanetary Criminal,2,2022,6,15,5153,6,244585109,102,53,113,12,23,137,-1,Major,74,71,89,24,61,15,5
1404,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,2,2022,6,15,5153,6,244585109,102,53,113,12,23,137,-1,Major,74,71,89,24,61,15,5
1405,Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,15,1,26,120,3,Minor,77,78,91,14,0,33,12
1406,BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,4,100,1,Major,90,75,50,11,0,9,26
1407,Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,27,164,8,Minor,70,58,57,25,0,15,7
1408,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,107,1,27,93,10,Minor,65,79,66,31,0,22,7
1409,Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,25,1,16,180,1,Minor,65,52,80,5,0,6,25
1410,Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,5,79,1,Major,34,22,31,43,63,10,7
1411,The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,7827,1,10,146,5,Major,56,21,44,73,0,11,2
1412,Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,1,103,1,Major,37,17,27,75,5,10,3
1413,Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,4,Minor,70,26,76,8,0,54,23
1414,XQ Te Pones As,Yandel,2,2022,9,13,308,0,47093942,6,1,6,0,0,92,10,Major,81,48,70,13,0,15,7
1415,XQ Te Pones As,Feid,2,2022,9,13,308,0,47093942,6,1,6,0,0,92,10,Major,81,48,70,13,0,15,7
1416,Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,1,Minor,64,4,60,11,0,19,4
1417,Sin Se,Ovy On The Drums,2,2022,7,22,1097,2,209106362,18,10,13,1,4,118,11,Minor,82,75,85,33,1,11,4
1418,Sin Se,Quevedo,2,2022,7,22,1097,2,209106362,18,10,13,1,4,118,11,Minor,82,75,85,33,1,11,4
1419,Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,2,0,0,93,2,Major,78,75,62,6,0,15,6
1420,Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,5,Minor,70,26,56,14,83,11,5
1421,THE LONELIEST,M######ne,1,2022,10,7,1585,5,225093344,78,65,328,1,23,130,2,Major,52,24,60,0,0,8,3
1422,Bye Bye,Marshmello,2,2022,10,14,766,0,84697729,16,0,9,0,0,83,3,Minor,65,24,53,6,0,51,4
1423,Bye Bye,Juice WRLD,2,2022,10,14,766,0,84697729,16,0,9,0,0,83,3,Minor,65,24,53,6,0,51,4
1424,BABY OTAKU,Fran C,4,2022,8,18,836,0,159240673,14,1,13,0,0,102,9,Major,84,43,75,5,0,6,8
1425,BABY OTAKU,Polima WestCoast,4,2022,8,18,836,0,159240673,14,1,13,0,0,102,9,Major,84,43,75,5,0,6,8
1426,BABY OTAKU,Nickoog Clk,4,2022,8,18,836,0,159240673,14,1,13,0,0,102,9,Major,84,43,75,5,0,6,8
1427,BABY OTAKU,Pablito Pesadilla,4,2022,8,18,836,0,159240673,14,1,13,0,0,102,9,Major,84,43,75,5,0,6,8
1428,Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584,14,116,9,0,40,136,4,Minor,73,65,91,4,0,48,18
1429,Miss You,Southstar,1,1982,5,16,2020,0,154356956,77,10,119,0,3,145,9,Major,66,24,58,17,0,19,5
1430,we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,7,130,7,Major,57,24,37,11,18,16,3
1431,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,2,156,7,Major,72,92,77,9,0,8,11
1432,Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,4,123,2,Major,57,50,85,5,0,16,4
1433,Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288,2,129,13,0,46,132,7,Major,92,53,62,7,0,63,10
1434,I Really Want to Stay at Your House,Rosa Walton,2,2020,12,18,668,1,140430339,0,0,31,0,0,125,3,Minor,49,13,74,0,0,9,4
1435,I Really Want to Stay at Your House,Hallie Coggins,2,2020,12,18,668,1,140430339,0,0,31,0,0,125,3,Minor,49,13,74,0,0,9,4
1436,California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,12,162,5,Minor,74,22,67,0,0,11,46
1437,Bamba (feat. Aitch & BIA),Luciano,3,2022,9,22,869,7,146223492,14,12,12,2,7,138,10,Major,80,82,81,14,0,13,36
1438,Bamba (feat. Aitch & BIA),Aitch,3,2022,9,22,869,7,146223492,14,12,12,2,7,138,10,Major,80,82,81,14,0,13,36
1439,Bamba (feat. Aitch & BIA),B###,3,2022,9,22,869,7,146223492,14,12,12,2,7,138,10,Major,80,82,81,14,0,13,36
1440,Casei Com a Putaria,MC Ryan SP,3,2022,7,1,648,4,187701588,0,0,30,0,1,161,10,Minor,59,62,60,12,0,5,44
1441,Casei Com a Putaria,Love Funk,3,2022,7,1,648,4,187701588,0,0,30,0,1,161,10,Minor,59,62,60,12,0,5,44
1442,Casei Com a Putaria,Mc Paiva ZS,3,2022,7,1,648,4,187701588,0,0,30,0,1,161,10,Minor,59,62,60,12,0,5,44
1443,Major Distribution,Drake,2,2022,11,4,1545,0,154863153,22,7,15,0,2,131,8,Minor,91,23,55,1,0,7,32
1444,Major Distribution,21 Savage,2,2022,11,4,1545,0,154863153,22,7,15,0,2,131,8,Minor,91,23,55,1,0,7,32
1445,Pussy & Millions (feat. Travis Scott),Drake,3,2022,11,4,1930,0,191333656,24,8,17,0,2,122,4,Minor,75,45,63,6,0,35,12
1446,Pussy & Millions (feat. Travis Scott),Travis Scott,3,2022,11,4,1930,0,191333656,24,8,17,0,2,122,4,Minor,75,45,63,6,0,35,12
1447,Pussy & Millions (feat. Travis Scott),21 Savage,3,2022,11,4,1930,0,191333656,24,8,17,0,2,122,4,Minor,75,45,63,6,0,35,12
1448,Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,3,80,4,Minor,80,16,28,17,0,12,39
1449,Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,1,109,7,Major,75,11,50,20,0,30,17
1450,On BS,Drake,2,2022,11,4,1338,0,170413877,9,20,7,0,6,158,9,Major,84,33,36,2,0,39,59
1451,On BS,21 Savage,2,2022,11,4,1338,0,170413877,9,20,7,0,6,158,9,Major,84,33,36,2,0,39,59
1452,Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,1,126,4,Major,66,12,35,55,0,9,14
1453,Circo Loco,Drake,2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,1,Major,73,25,61,1,0,32,7
1454,Circo Loco,21 Savage,2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,1,Major,73,25,61,1,0,32,7
