,track_name,artists,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
445,It's Beginning To Look A Lot Like Christmas,Michael Bubl##,1,2011,10,14,12353,0,807561936,35,0,549,0,93,Major,35,38,23,91,0,29,3
446,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,133,Major,46,53,63,5,0,30,18
447,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,202,Major,24,76,60,77,0,12,4
448,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,134,Major,45,72,24,91,0,18,4
449,Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,105,Major,72,33,51,48,0,9,3
450,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,160,Major,51,69,81,0,0,21,5
451,Feliz Navidad,Jos###### Felic,1,1970,11,1,3788,0,520034544,21,3,10,0,148,Major,50,96,82,47,0,34,4
452,Holly Jolly Christmas,Michael Bubl##,1,2011,10,14,7655,0,476244795,5,0,291,0,151,Major,65,70,47,87,0,9,4
453,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,162,Minor,67,88,54,51,0,9,4
454,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,92,Major,53,84,77,40,0,32,3
455,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,5,31,1,0,152,Major,65,35,65,44,18,21,7
456,Love Language,SZA,1,2022,12,9,1127,0,110849052,16,63,8,0,65,Minor,71,55,26,85,0,13,8
457,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,390,0,147,Major,33,39,61,32,0,77,3
458,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,7,29,3,0,150,Minor,73,71,69,53,0,32,9
459,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,108,120,73,0,140,Major,67,81,36,64,0,15,3
460,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,251,0,139,Major,36,22,15,84,0,11,4
461,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,29,0,95,Major,75,74,58,36,0,9,3
462,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,209,30,449,0,115,Major,60,23,57,0,2,27,3
463,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,16,20,4,0,125,Major,62,59,43,84,3,11,5
464,Special,SZA,1,2022,12,9,906,0,88092256,6,21,3,0,76,Major,60,19,20,78,0,11,5
465,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,101,Minor,72,91,87,14,0,13,3
466,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,143,Major,60,86,32,88,0,34,6
467,SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,119,Minor,51,51,66,67,0,9,23
468,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,17,0,78,Major,67,22,59,76,1,15,16
469,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,96,Major,23,19,25,91,0,40,3
470,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,6,0,180,Major,51,87,58,36,0,18,4
471,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,126,Major,34,35,76,39,0,8,5
472,Gone Girl,SZA,1,2022,12,9,892,0,65362788,3,17,2,0,150,Major,43,42,44,57,0,15,6
473,F2F,SZA,1,2022,12,9,989,0,67540165,5,9,1,0,90,Major,53,47,74,9,0,34,4
474,Notice Me,SZA,1,2022,12,9,819,0,62019074,14,22,0,0,160,Major,72,78,68,28,0,11,12
475,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,72,90,141,0,114,Major,59,60,94,24,0,10,4
476,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,113,Major,73,72,32,77,0,15,5
477,My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,115,53,286,0,147,Major,67,69,72,17,0,19,3
478,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,10,6,7,1,100,Minor,70,92,59,3,0,10,3
479,Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,2,74,14,0,155,Major,49,42,77,3,0,12,9
480,I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,107,Minor,54,41,39,51,0,11,16
481,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,10,0,112,Major,80,15,54,9,0,38,5
482,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,1,0,18,0,166,Major,70,57,57,9,20,11,7
483,Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,65,39,41,0,107,Minor,69,96,36,81,0,8,4
484,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,6,11,3,0,81,Major,47,33,68,24,0,22,38
485,Conceited,SZA,1,2022,12,9,899,0,56870689,2,14,2,0,150,Major,79,77,46,5,0,11,7
486,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,30,0,110,Major,66,19,32,69,0,12,4
487,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,108,Major,64,4,40,6,0,10,6
488,Tubaro Te,"Dj LK da Esc######cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,21,0,44,0,130,Minor,89,48,74,30,0,7,36
489,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,164,Major,70,39,56,6,0,9,7
490,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,114,Minor,80,42,68,2,0,66,4
491,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,108,56,30,0,93,Major,63,93,88,1,0,12,4
492,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,90,Minor,87,51,69,36,0,9,8
493,Too Late,SZA,1,2022,12,8,714,0,49262961,0,9,2,0,128,Major,45,35,68,78,0,39,8
494,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,97,Major,83,47,80,2,0,24,9
495,Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,52,0,152,Minor,69,94,71,79,0,7,8
496,Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,32,3,65,0,175,Major,51,94,34,73,0,10,5
497,Far,SZA,1,2022,12,9,680,0,51641685,2,15,1,0,116,Major,61,48,55,67,0,16,8
498,On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,2,2,6,0,80,Minor,33,51,59,76,0,44,6
499,GAT,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,57,3,93,Minor,63,34,86,26,0,21,39
500,abcdefu,Gayle,1,2021,8,13,7215,0,1007612429,170,12,575,18,122,Major,70,42,54,30,0,37,5
501,Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,122,Major,70,91,79,3,0,7,10
502,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,135,Minor,70,60,58,4,0,16,3
503,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,109,Major,60,45,47,62,0,31,5
504,Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,93,Minor,65,82,74,27,0,32,5
505,Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,465,0,125,Minor,85,64,81,2,5,7,9
506,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,206,Minor,58,83,45,36,0,11,8
507,Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,130,Major,76,44,77,1,0,13,3
508,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,121,Minor,80,62,51,2,0,9,8
509,Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,123,Minor,74,35,73,0,0,21,5
510,Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,122,Minor,67,50,67,15,0,30,4
511,Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,143,Major,53,50,79,0,0,8,3
512,Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,17,80,38,0,121,Minor,70,35,77,1,0,26,4
513,good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,166,Minor,56,68,66,28,0,11,18
514,"Here We Go Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,7,18,7,0,135,Major,41,27,64,36,0,60,3
515,Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,87,Minor,49,49,59,44,0,35,21
516,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,111,Major,77,74,66,30,0,13,3
517,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,9,10,9,0,110,Major,75,85,84,10,0,31,19
518,Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,130,Major,66,19,61,30,0,9,7
519,MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,179,Minor,61,76,51,30,0,38,15
520,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,93,Minor,74,53,73,61,0,13,4
521,Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,1,8,6,0,78,Minor,27,10,49,62,0,49,5
522,Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,180,Major,65,37,58,2,0,4,31
523,Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456,1,17,11,0,86,Minor,28,13,41,50,0,19,3
524,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,298,0,88,Minor,74,55,85,1,0,5,22
525,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,68,18,75,0,97,Major,68,72,78,4,0,7,5
526,Beggin,M######ne,1,2017,12,8,8559,0,1367810478,183,64,964,9,134,Minor,71,59,80,13,0,36,5
527,Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,67,13,139,0,116,Major,75,36,76,12,0,10,10
528,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,61,65,53,6,170,Minor,64,14,70,9,0,9,8
529,MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,131,0,140,Minor,83,40,55,16,0,14,23
530,The Motto,"Ti######sto, Ava",2,2021,11,4,9151,6,656013912,240,107,268,0,118,Minor,75,46,76,3,0,9,4
531,Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,65,Major,31,31,24,76,0,14,4
532,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,114,172,284,2,120,Minor,56,16,67,0,0,11,4
533,traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,85,43,134,0,176,Major,29,12,33,68,0,12,5
534,Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,180,Minor,59,69,61,84,0,46,36
535,drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,144,Major,59,21,43,76,0,10,7
536,Malvad,"Xam######, Gustah, Neo B",3,2021,11,30,648,1,240684449,14,3,81,0,133,Minor,82,52,61,38,0,14,27
537,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,30,1,93,Major,63,21,52,28,0,9,3
538,Dont Break My,The Weeknd,1,2022,1,7,1184,0,63803529,1,5,6,0,122,Major,77,25,62,34,0,23,3
539,Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,88,Major,53,55,73,9,0,3,5
540,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,32,0,12,0,170,Minor,70,61,44,40,0,37,4
541,A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466,0,2,2,0,94,Minor,46,55,50,71,0,10,11
542,I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,45,0,107,0,170,Major,65,46,47,12,0,13,16
543,Medallo,"Justin Quiles, Lenny Tav######rez, BL",3,2021,10,27,2780,2,393230256,54,21,57,1,90,Minor,79,79,70,57,0,66,8
544,It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,104,0,78,Major,40,7,29,62,0,9,3
545,Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,94,Major,57,36,58,5,0,15,3
546,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,35,0,73,Major,83,11,41,0,0,36,14
547,Volv,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,133,0,176,Major,73,79,86,42,0,7,18
548,Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,128,Minor,81,57,63,40,1,10,4
549,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,42,2,57,0,120,Major,58,44,60,44,9,5,6
550,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,82,Major,63,85,62,6,0,35,4
551,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,90,0,95,Major,77,40,47,2,0,9,3
552,Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967,0,1,2,0,118,Major,44,52,94,11,0,4,29
553,Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,85,5,123,Minor,75,93,86,8,0,14,3
554,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,231,52,612,6,90,Major,63,49,68,38,0,42,18
555,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,525,9,110,Minor,73,14,57,40,0,11,5
556,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,20,4,15,1,96,Minor,66,76,82,47,0,10,32
557,L,Stromae,1,2022,1,9,2035,0,108809090,41,122,394,0,88,Minor,56,58,55,35,0,23,11
558,Nostl,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,86,76,59,0,98,Minor,73,60,85,17,0,24,5
559,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,73,13,110,Minor,72,67,68,0,0,14,4
560,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,80,Major,70,57,49,19,0,12,8
561,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,69,3,70,0,110,Minor,86,31,53,43,0,11,6
562,Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,223,0,110,Major,79,70,36,0,0,6,11
563,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,54,28,43,0,78,Minor,77,49,42,1,1,13,19
564,You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,100,0,129,Major,83,44,62,2,0,8,6
565,deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,181,Major,44,22,60,61,0,42,9
566,Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,114,Minor,75,74,77,1,0,9,10
567,TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,44,0,159,0,144,Major,74,39,65,5,1,11,35
568,Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,447,0,101,Major,66,18,68,9,0,12,4
569,Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,84,Major,67,78,63,29,0,12,5
570,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,101,34,70,1,154,Major,66,63,69,21,0,11,7
571,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,148,Major,59,72,62,18,0,9,3
572,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,45,43,45,0,146,Minor,85,22,37,13,0,7,30
573,Don't Be Shy,"Ti######sto, Kar",2,2021,8,1,6026,0,566954746,171,51,187,1,120,Minor,77,51,79,20,0,26,6
574,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,211283228,16,0,54,0,110,Major,53,75,69,7,0,17,3
575,LA FAMA (with The Weeknd),"The Weeknd, ROSAL###",2,2021,11,11,4640,3,374706940,81,93,507,6,136,Minor,77,82,30,95,0,13,5
576,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,20,38,12,0,141,Major,59,56,63,12,0,6,36
577,Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571,1,1,3,0,108,Minor,46,23,48,75,30,14,4
578,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418,24,47,74,0,94,Major,42,47,36,76,0,9,5
579,Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,121,0,180,Major,35,41,94,0,63,5,5
580,Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,122,Major,77,51,79,5,0,16,5
581,Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,85,Major,59,33,52,7,15,12,3
582,thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939,3,0,5,0,148,Major,68,29,73,0,0,7,7
583,ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,11,0,120,Major,83,59,73,6,0,5,11
584,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,237,27,636,0,91,Minor,70,76,72,22,0,27,4
585,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,120,Major,72,54,71,26,0,10,4
586,DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,24,0,106,Major,86,86,79,11,0,8,9
587,Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,13,0,32,1,110,Major,63,31,35,93,0,29,3
588,happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,169,Major,39,36,45,81,0,8,13
589,Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,118,Major,80,21,55,1,0,26,17
590,Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,92,Minor,91,79,66,32,0,9,16
591,Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,112,Major,45,19,60,63,0,9,6
592,Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,140,Major,79,56,91,26,0,13,21
593,Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,6280,2,105,Major,73,52,76,13,0,5,3
594,Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,178,Major,76,63,77,14,0,15,22
595,Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,154,0,108,Minor,96,71,42,57,0,8,9
596,favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,173,Major,40,19,29,86,0,34,4
597,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,101,Major,67,40,90,3,0,34,6
598,The Business,Ti#####,1,2020,1,1,14311,0,1062345656,255,32,582,0,120,Minor,80,24,62,41,2,11,23
599,positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,144,Major,73,66,80,44,0,9,12
600,I WANNA BE YOUR SLAVE,M######ne,1,2021,3,19,4873,0,851070493,65,88,434,3,133,Major,75,96,61,0,0,18,4
601,Vai L Em Casa ,"Mar######lia Mendon######a, George Henrique &",2,2021,10,22,772,0,263894529,7,3,89,0,158,Minor,46,62,83,53,0,97,28
602,The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,120,Major,81,92,90,9,0,8,7
603,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,129,Major,61,59,46,56,0,13,5
604,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,1219,0,102,Major,74,45,89,5,0,26,13
605,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,124,Minor,79,79,84,2,0,5,5
606,Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,4,2,50,0,90,Minor,73,31,45,85,24,11,3
607,2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,161,Minor,78,65,52,46,0,12,31
608,Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,120,Major,60,11,33,90,0,8,5
609,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,81,Major,45,12,57,7,0,23,3
610,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,150,Minor,78,47,70,18,0,15,9
611,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,105,Major,76,58,84,10,0,13,10
612,Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,5,0,79,Major,63,76,67,38,0,6,4
613,Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,146,Minor,52,7,61,51,0,11,3
614,you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,124,Major,64,8,37,79,0,9,5
615,The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,1282,0,126,Major,53,66,85,2,0,24,4
616,Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,121,Major,75,53,74,2,0,11,5
617,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,86,0,136,Minor,80,33,60,0,0,32,14
618,C,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,39,0,102,Minor,77,26,63,58,0,11,5
619,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,8,8,8,2,77,Major,73,54,74,23,0,41,23
620,Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,3595,6,98,Minor,82,54,59,69,0,18,10
621,Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,84,Minor,44,22,48,38,0,33,24
622,Qu M,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,92,34,131,0,102,Major,89,77,82,3,0,17,11
623,All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,4534,2,120,Major,42,33,26,92,0,13,3
624,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,12367,4,117,Major,52,73,91,0,0,11,7
625,Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,72,Minor,45,27,33,82,0,14,4
626,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,96,0,168,Major,67,29,47,5,0,22,26
627,Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,22,3,0,0,94,Major,52,68,69,13,0,33,8
628,The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,0,4,23,0,145,Major,41,65,88,0,0,26,5
629,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,114,15,63,0,134,Major,71,14,61,1,0,23,33
630,Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,5063,2,148,Major,35,24,93,0,0,10,8
631,Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,2,12,10,0,127,Minor,60,40,89,9,0,60,6
632,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,172,Minor,74,79,66,11,0,8,16
633,Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,90,Major,75,19,46,21,4,34,8
634,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,2854,6,96,Major,57,30,40,38,0,26,3
635,Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,17,0,138,Minor,74,65,67,46,0,36,4
636,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,120,Major,72,67,72,0,0,13,4
637,Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,125,Major,70,65,74,1,0,34,4
638,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,123,Major,82,80,86,1,0,30,13
639,RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,81,Major,79,44,54,41,0,13,24
640,'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,2515,1,171,Major,55,10,85,7,0,8,20
641,Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,1066,1,91,Major,77,60,32,84,0,8,5
642,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tav######rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,0,0,84,Minor,56,61,76,10,0,14,11
